"Year","Day","HerbType","Mass","xcor","ycor","DailyDistMoved","DailyPEI","DailyNPEI","DailyDMI","DailyForageWater","TotalDMI","WaterBalance","EnergyBalance"
1,1826,0,5e+05,34.3669357476756,5.65894211176783,50000,0,0,0,0,0,0,-57597432.4399452
